name,rating,reviews,details,highly_rated,critically_rated
Hidden Brains InfoTech,3.8,(201),IT Services & Consulting | Ahmedabad +6 other locations,"Skill Development / Learning, Job Security","Skill Development / Learning, Job Security"
Tamilnad Mercantile Bank,2.8,(201),Banking | Chennai +55 other locations,None,"Skill Development / Learning, Job Security"
Coffee Day,3.2,(200),Hospitality | Bangalore / Bengaluru +33 other locations,None,"Skill Development / Learning, Job Security"
KGK Group,3.7,(200),Jewellery | Mumbai +14 other locations,None,"Skill Development / Learning, Job Security"
Sumadhura Infracon,4.0,(203),Real Estate | Bangalore / Bengaluru +7 other locations,Job Security,Job Security
Anthology,3.4,(201),EdTech | Bangalore / Bengaluru +7 other locations,None,Job Security
Total Environment Building Systems,3.9,(202),Real Estate | Bangalore / Bengaluru +4 other locations,"Work Life Balance, Job Security","Work Life Balance, Job Security"
Indo German Tool Room,3.9,(202),Government | Aurangabad +16 other locations,Skill Development / Learning,Skill Development / Learning
Atibir Industries,3.6,(201),Iron & Steel | Giridih +15 other locations,Skill Development / Learning,Skill Development / Learning
Emmvee Photovoltaic Power,3.8,(202),Power | Bangalore / Bengaluru +10 other locations,Job Security,Job Security
Black Box Corporation,3.0,(199),IT Services & Consulting | Bangalore / Bengaluru +16 other locations,None,Job Security
Interface Microsystems,3.6,(201),Auto Components | Gurgaon / Gurugram +8 other locations,None,Job Security
Neon Laboratories,4.0,(200),Pharma | Mumbai +33 other locations,"Job Security, Work Life Balance, Company Culture",None
Inland World Logistics,3.4,(201),Logistics | Mumbai +41 other locations,None,"Job Security, Work Life Balance, Company Culture"
Kamineni Hospitals,4.2,(202),Healthcare | Hyderabad / Secunderabad +7 other locations,"Work Life Balance, Skill Development / Learning, Company Culture","Work Life Balance, Skill Development / Learning, Company Culture"
Chain-Sys,3.5,(202),IT Services & Consulting | Chennai +8 other locations,Job Security,Job Security
Inland World Logistics,3.4,(201),Logistics | Mumbai +41 other locations,None,Job Security
Chain-Sys,3.5,(202),IT Services & Consulting | Chennai +8 other locations,Job Security,Job Security
Dev Information Technology,3.8,(201),IT Services & Consulting | Ahmedabad +31 other locations,Work Life Balance,Work Life Balance
Oriental Aromatics,3.4,(203),Chemicals | Vadodara +10 other locations,None,Work Life Balance
HYUNDAI TRANSYS INDIA,3.9,(200),Auto Components | Anantapur +11 other locations,None,Work Life Balance
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4.0,(202),Government | Hyderabad / Secunderabad +88 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction","Skill Development / Learning, Company Culture, Work Satisfaction"
SCM Garments,3.8,(199),Fashion & Textile | Tiruppur +11 other locations,Job Security,Job Security
ASUS,4.3,(201),Consumer Electronics & Appliances | Mumbai +47 other locations,"Skill Development / Learning, Salary & Benefits, Company Culture",None
Shivam Infocom,4.2,(201),Telecom | New Delhi +27 other locations,"Company Culture, Skill Development / Learning","Company Culture, Skill Development / Learning"
U R Rao Satellite Centre,4.3,(201),Bangalore / Bengaluru +17 other locations,"Work Life Balance, Company Culture, Work Satisfaction",None
Goldmedal Electricals,3.7,(199),Electrical Equipment | Mumbai +53 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
XenonStack,3.2,(201),Emerging Technologies | Mohali +7 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Uniinfo Telecom Services,3.6,(199),Telecom | Indore +31 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
AbbVie Inc.,3.7,(200),Pharma | Bangalore / Bengaluru +29 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Lee Pharma,3.4,(201),Hyderabad / Secunderabad +8 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Naprod Life Sciences,3.7,(199),Pharma | Mumbai +7 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Varite,3.5,(200),IT Services & Consulting | Bangalore / Bengaluru +10 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Indian Railway Catering and Tourism,4.0,(200),Urban Transport | New Delhi +43 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
MUNDRA SOLAR TECHNOPARK,3.9,(200),Industrial Machinery | Mundra +21 other locations,"Skill Development / Learning, Company Culture","Skill Development / Learning, Company Culture"
Galpha Laboratories,3.7,(199),Pharma | Baddi +23 other locations,None,"Skill Development / Learning, Company Culture"
Healthium Medtech,3.4,(199),Medical Equipment | Bangalore / Bengaluru +37 other locations,None,"Skill Development / Learning, Company Culture"
Lee Pharma,3.4,(201),Hyderabad / Secunderabad +8 other locations,None,"Skill Development / Learning, Company Culture"
Protean eGov Technologies,3.7,(200),Mumbai +11 other locations,Job Security,Job Security
Balajee Group,3.7,(199),Engineering & Construction | Mumbai +34 other locations,None,Job Security
Vaidik Eduservices,3.4,(200),EdTech | Noida +11 other locations,None,Job Security
Business for Social Responsibility,3.2,(197),Mumbai +19 other locations,None,Job Security
Teleone,3.4,(198),Internet | New Delhi +19 other locations,None,Job Security
Rooman Technologies,3.1,(203),Education & Training | Bangalore / Bengaluru +39 other locations,None,Job Security
The New India Assurance Co.,4.5,(198),Insurance | Mumbai +74 other locations,"Work Life Balance, Job Security, Company Culture",None
People Prime Worldwide,3.2,(200),Recruitment | Hyderabad / Secunderabad +4 other locations,None,"Work Life Balance, Job Security, Company Culture"
National Securities Depository,3.2,(199),Financial Services | Mumbai +8 other locations,None,"Work Life Balance, Job Security, Company Culture"
Software AG,4.1,(198),Software Product | Bangalore / Bengaluru +12 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",None
L. V. Prasad Eye Institute,4.1,(199),Healthcare | Hyderabad / Secunderabad +15 other locations,"Job Security, Company Culture, Skill Development / Learning","Job Security, Company Culture, Skill Development / Learning"
Sand Martin Consultants,3.1,(199),BPO | New Delhi +8 other locations,None,"Job Security, Company Culture, Skill Development / Learning"
EXO Edge,3.9,(200),BPO | Mohali +6 other locations,"Company Culture, Work Life Balance, Salary & Benefits",None
Wilo Mather and Platt Pumps,4.0,(199),Industrial Machinery | Pune +20 other locations,"Work Life Balance, Job Security, Company Culture","Work Life Balance, Job Security, Company Culture"
Live Connections,4.2,(198),Recruitment | Chennai +8 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Caplin Point Laboratories,3.7,(198),Pharma | Chennai +6 other locations,None,"Skill Development / Learning, Company Culture, Work Life Balance"
Saint Gobain Sekurit India,3.8,(199),Auto Components | Chennai +17 other locations,Job Security,Job Security
Aditya Infotech,4.2,(199),IT Services & Consulting | Noida +40 other locations,"Work Life Balance, Salary & Benefits, Job Security",None
Aditya Infotech,4.2,(199),IT Services & Consulting | Noida +40 other locations,"Work Life Balance, Salary & Benefits, Job Security",None
Futurense Technologies,3.4,(199),EdTech | Bangalore / Bengaluru +9 other locations,None,"Work Life Balance, Salary & Benefits, Job Security"
Sales India,4.2,(199),Retail | Ahmedabad +63 other locations,"Work Satisfaction, Skill Development / Learning, Company Culture",None
Prem Henna,3.3,(198),Beauty & Personal Care | Indore +51 other locations,None,"Work Satisfaction, Skill Development / Learning, Company Culture"
Caretel Infotech,3.6,(197),Analytics & KPO | New Delhi +10 other locations,None,"Work Satisfaction, Skill Development / Learning, Company Culture"
EMCO,3.7,(197),Power | Mumbai +23 other locations,Job Security,Job Security
Dishnet Wireless,4.3,(197),Telecom | Kolkata +45 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
Tata Boeing Aerospace,3.7,(198),Defence & Aerospace | Hyderabad / Secunderabad +8 other locations,Job Security,Job Security
Tangoe,3.7,(197),IT Services & Consulting | Bangalore / Bengaluru +3 other locations,Work Life Balance,Work Life Balance
Electronic Arts,4.1,(197),Gaming | Hyderabad / Secunderabad +7 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Work Life Balance, Company Culture, Work Satisfaction"
Liugong India,3.3,(202),Engineering & Construction | Indore +16 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Paradise Food Court,4.0,(200),Hospitality | Hyderabad / Secunderabad +14 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
I P Integrated Services,4.2,(197),Telecom | Gurgaon / Gurugram +48 other locations,"Work Life Balance, Company Culture, Job Security",None
Searce Cosourcing Services,3.1,(197),IT Services & Consulting | Pune +12 other locations,None,"Work Life Balance, Company Culture, Job Security"
Leayan Global,4.1,(198),Fashion & Textile | Kanpur +37 other locations,"Skill Development / Learning, Work Life Balance, Company Culture","Skill Development / Learning, Work Life Balance, Company Culture"
Avontix,3.9,(199),IT Services & Consulting | Hyderabad / Secunderabad +2 other locations,"Job Security, Company Culture, Work Life Balance","Job Security, Company Culture, Work Life Balance"
Chandan Steel,3.6,(198),Metals & Mining | Vapi +14 other locations,None,"Job Security, Company Culture, Work Life Balance"
Faiveley Transport,4.0,(197),Hosur +23 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Dosti Realty,3.9,(199),Real Estate | Mumbai +6 other locations,None,"Company Culture, Work Life Balance, Job Security"
ICICI Merchant Service,3.8,(198),Banking | Mumbai +50 other locations,None,"Company Culture, Work Life Balance, Job Security"
General Energy Management Systems,3.9,(198),Industrial Machinery | Noida +36 other locations,"Job Security, Company Culture, Work Satisfaction","Job Security, Company Culture, Work Satisfaction"
Oriental Carbon & Chemicals,4.3,(197),Chemicals | Mundra +12 other locations,"Job Security, Work Life Balance, Company Culture",None
RHI Magnesita,3.9,(197),Building Material | Gurgaon / Gurugram +35 other locations,Work Life Balance,Work Life Balance
Sudhir Power,3.9,(198),Power | Gurgaon / Gurugram +34 other locations,"Company Culture, Work Life Balance",None
Asian Institute of Medical Sciences,3.9,(199),Healthcare | Faridabad +9 other locations,Work Life Balance,Work Life Balance
B2x Service Solutions,3.7,(196),BPO | Mumbai +32 other locations,"Work Life Balance, Skill Development / Learning","Work Life Balance, Skill Development / Learning"
Country Club India,4.0,(197),Hospitality | Hyderabad / Secunderabad +26 other locations,Work Life Balance,Work Life Balance
SpeedLabs,3.6,(196),EdTech | Mumbai +15 other locations,None,Work Life Balance
Hgs Services,4.0,(196),Analytics & KPO | Bangalore / Bengaluru +20 other locations,"Company Culture, Work Life Balance, Job Security","Company Culture, Work Life Balance, Job Security"
Applus IDIADA,4.0,(197),Automobile | Pune +4 other locations,"Company Culture, Work Life Balance, Work Satisfaction",None
LetsTransport,3.5,(197),Logistics | Bangalore / Bengaluru +25 other locations,None,"Company Culture, Work Life Balance, Work Satisfaction"
Entero Healthcare Solutions,4.2,(197),Pharma | Mumbai +24 other locations,"Company Culture, Work Life Balance, Salary & Benefits",None
New Allenberry Works,3.4,(196),Power | Faridabad +9 other locations,None,"Company Culture, Work Life Balance, Salary & Benefits"
SRM Technologies Pvt.Ltd,3.6,(197),IT Services & Consulting | Chennai +11 other locations,Job Security,Job Security
Resonance Eduventures,3.9,(196),EdTech | Kota +38 other locations,Work Life Balance,Work Life Balance
Hindustan Pencils,4.1,(196),FMCG | Mumbai +49 other locations,"Job Security, Work Life Balance, Company Culture",None
Simar Infrastructures,4.0,(196),Engineering & Construction | Panipat +40 other locations,"Job Security, Skill Development / Learning","Job Security, Skill Development / Learning"
Elevate Services,3.4,(196),Software Product | Gurgaon / Gurugram +4 other locations,None,"Job Security, Skill Development / Learning"
WPP,2.9,(200),Marketing & Advertising | Mumbai +9 other locations,None,"Job Security, Skill Development / Learning"
CallHealth,3.7,(196),Healthcare | Hyderabad / Secunderabad +17 other locations,None,"Job Security, Skill Development / Learning"
Webtel Electrosoft,3.8,(196),IT Services & Consulting | New Delhi +13 other locations,Job Security,Job Security
Statusneo,3.8,(198),IT Services & Consulting | Gurgaon / Gurugram +17 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Rasna,3.4,(196),Food Processing | Ahmedabad +48 other locations,None,"Salary & Benefits, Company Culture, Work Life Balance"
